Related Ids	Улица	Дом	Корпус	Строение	Год постройки	Этажность	Тип дома	Назначение	Высота этажа	Общая площадь	Лифт
1220457	улица 3-я Мытищинская	16		61							
1379714	переулок Лялин	5		1							
1055589, 1239454	улица Нижние Поля	27а		3							
1242092, 1221292, 1375628, 1221170, 1171064, 1467146, 1467269, 1467275, 1240035, 1172105, 1375380, 1380124, 1380307, 1380231, 1240382	улица Малая Почтовая	8		1							
11676, 75804, 56266, 36936	улица Большая Никитская	62		3							
23843, 59937, 1056458, 64803	улица Симоновский Вал	20	1								
24898, 65428, 26104, 39073, 16911, 1468686, 1700, 36767, 37801, 3397	улица Академика Пилюгина	22									
101, 67477, 69021, 2725	переулок Калошин	3									
10210, 39223	площадь Смоленская-Сенная	30		4							
1068099, 1242895, 1063260, 1376386, 1376318, 1451363, 1451407, 1062849, 1391723	улица Долгоруковская	40		5							
1173934, 12312, 1222677, 1175714, 42830, 1469411, 1469453, 1175770, 1171538, 1061579	улица Косыгина	13	1								
13227, 1224890	улица Таганская	21									
30405, 34049, 55750	проезд 1-й Угрешский	6	1								
31858, 1379892	улица Казакова	6		1							
45980, 58458	переулок Казарменный	6		1							
47594, 77060, 2738	переулок Нижний Кисловский	5									
57324, 12306	проспект Кутузовский	2/1	1а								
73359, 56134	проспект Ломоносовский	34б									
73719, 71015, 1171302	проспект Мира	41		1							
74451, 7418, 57130	переулок Нижний Кисловский	6		1							
752, 81967, 82296, 79693, 33918, 10217, 1058887, 1067953, 36922	улица Пресненский Вал	21									
83347, 65604, 66460, 1063521	улица Остоженка	37/7		2							
84129, 1058052, 1468396, 1059250, 50255	улица Арбат	12		1							
14956, 1375538, 1055982	бульвар Цветной	32		1							
63614, 29557, 19652	улица 3-я Ямского Поля	9	1								
82373, 79054, 1484055, 1059298, 1060008, 1061847	шоссе Куркинское	с1		11							
76415, 52015, 9332, 40079, 17954, 64693, 76678, 40854, 37150, 25995, 28314, 1643, 78154, 11954	улица Гончарная	21									
1380261, 1392468, 1392467, 1380831	улица 1-я Тверская-Ямская	3		1							
63525, 81098, 57455, 1466803, 48897, 1468733, 1466970, 57580, 2960	переулок Всеволожский	2		2							
69809, 39781, 913659, 40014, 62588, 955813, 62589, 79998, 15753, 56443, 34844, 1376704, 913727, 79387, 69808, 1067762, 57310, 17007, 12586, 1175832, 17334, 2466, 20125, 913422	проспект Ленинградский	37а	4								
73568, 32835, 24392, 76489, 15396, 21127, 1064392, 60529, 65973, 1224898, 66921, 61507, 1243759, 9806, 43822, 49279, 1063274, 41505, 1469416, 41946, 1448957, 52658, 71215, 1467966, 1175807, 14030, 81280, 1175795, 18959, 51837, 1469646, 1392491, 33238, 43192, 1067769, 61457, 1063333, 1063346, 32520, 1244531, 15502, 1062956, 77755, 1225165, 1063930, 1064431	улица Петровка	5									
32095, 78798, 66083, 66888, 78793, 1224593, 1224592, 83374, 8911, 78791, 66493, 51904, 66887, 66893, 18853, 56311, 26633, 1063208, 66086, 66491, 444, 78790, 54043, 7081, 78797, 9130, 10269, 445, 9883, 81425, 18850, 1059103, 32624, 443, 22559, 66081, 66085, 66891, 43291, 66486, 66495, 9244, 66892, 81423, 11218, 66494, 43584, 41878, 44188, 20726, 75335, 66490, 67746, 1242511, 15944, 84435, 32090, 44186, 9884, 81424, 32417, 1449703, 72559, 83378, 75332, 33809, 1067726, 33830, 44189, 9546, 48860, 75339, 36177, 1063933, 1061589, 43864, 1469717, 1469724, 10614, 54231, 30437, 20919, 56984, 1392042, 33805, 1244300, 66084, 20920, 15931, 32413, 66895, 82983, 43514, 32085, 32094, 32096, 1065113, 75336, 15891, 1064036, 56983, 66485, 1068220, 41549, 1065831, 1066354, 18838, 9209, 1068027, 1468720, 15935, 1376725, 1174281, 23898, 1223725, 66492, 1223292, 1224991, 75337, 1469407, 1469479, 20912, 20350, 41877, 41885, 75333, 71093, 54232, 22663, 66483, 66489, 32084, 32091, 15920, 66082, 46184, 9538, 75920, 76889, 9126, 50804, 66890, 44192, 1060857, 75338, 33678, 1225003, 9199, 75921, 19180, 66894, 19910, 78792, 41876, 15938, 1068335, 32086, 41886, 75334, 66488, 15924, 66889	переулок Романов	4									
67511, 11818, 10061, 74608, 65910, 20374, 75982, 15427, 53339, 82879, 679, 9791, 32048, 32476, 9971, 53198, 32475, 17864, 67832, 83553, 67127, 43204, 17875, 17857, 17874, 1067722, 76041, 1225072, 54019, 56615, 29806, 32479, 32573, 32769, 22012, 29810, 55947, 57181, 14106, 1067437, 17872, 27881, 1491, 37812, 44651, 4991, 57120, 67128, 45043, 75619, 1175591, 32480	переулок 3-й Павловский	2									
32801, 75976, 66504, 1064188, 64661, 83383, 1223074, 1223075, 15286, 46905, 1064337, 75724, 1392339, 1448992, 14421, 73881, 18239, 1067429, 41889, 1469730, 32797, 1062677, 1065075, 1063754, 1068297, 1063149, 1066902, 14623	бульвар Цветной	16/1									
81466, 61588, 45916, 68661, 9231, 80358, 81465, 75937, 38245, 1242453, 1067156, 16814, 1225137, 12377, 76392, 66032, 54471, 61628, 516, 11754, 30869, 70751, 1376384, 1380593, 1226670, 1064855, 62890, 1224031, 1449069, 32209, 32210, 82264, 75492, 1066257, 1468387, 1468780, 26769, 28035, 24540, 11285, 26716, 42216, 17398, 17408, 75963, 73971, 1063327, 1066527, 1222917, 1175525, 71716, 76607	улица Воздвиженка	4/7		2							
1061533, 1175674, 1224913, 1244587, 1061005, 1448741, 1484289, 2310, 1469506, 1175749, 1224927	улица Большая Черкизовская	5	8	1							
81196, 7033, 1224675, 1225033, 67758, 74598, 1060675, 1063573, 1065950, 1062054, 52828	переулок Романов	4		2							
56548, 76490, 73268, 8309, 54505, 31389, 76011, 74863, 16279, 1225016, 74221, 42646, 1062459, 1484314, 62541	переулок Наставнический	17									
1224574, 1060884, 1063088, 1058415, 1060496, 1174746, 1065138, 1244576, 1065912, 1063649, 1244863, 1058329, 1175450, 1065413, 53346, 1058782, 1222649, 1060270, 31737, 1468322, 1469311, 1068219, 1174466, 1063394, 1063589, 1061247, 82934, 1391809, 1391860, 1067371, 1242483, 1226233, 52917, 1222922, 1240319, 1224665, 1060582	проспект Мира	39		2							
